--------- beginning of main
09-14 21:22:53.287   617   652 W ActivityManager: Slow operation: 51ms so far, now at attachApplicationLocked: after updateOomAdjLocked
09-14 21:22:53.334   617   670 W ActivityManager: Slow operation: 1295ms so far, now at startProcess: returned from zygote!
09-14 21:22:53.374   617   670 W ActivityManager: Slow operation: 1335ms so far, now at startProcess: done updating battery stats
09-14 21:22:53.379   617   670 W ActivityManager: Slow operation: 1340ms so far, now at startProcess: building log message
09-14 21:22:53.379   617   670 I ActivityManager: Start proc 1014:com.android.phone/1001 for added application com.android.phone
09-14 21:22:53.379   617   670 W ActivityManager: Slow operation: 1341ms so far, now at startProcess: starting to update pids map
09-14 21:22:53.380   617   670 W ActivityManager: Slow operation: 1341ms so far, now at startProcess: done updating pids map
09-14 21:22:53.380   617   670 W ActivityManager: Slow operation: 148ms so far, now at startProcess: asking zygote to start proc
09-14 21:22:53.585   617   670 W ActivityManager: Slow operation: 353ms so far, now at startProcess: returned from zygote!
09-14 21:22:53.587   617   670 W ActivityManager: Slow operation: 355ms so far, now at startProcess: done updating battery stats
09-14 21:22:53.587   617   670 W ActivityManager: Slow operation: 356ms so far, now at startProcess: building log message
09-14 21:22:53.588   617   670 I ActivityManager: Start proc 1026:com.android.settings/1000 for top-activity {com.android.settings/com.android.settings.FallbackHome}
09-14 21:22:53.588   617   670 W ActivityManager: Slow operation: 356ms so far, now at startProcess: starting to update pids map
09-14 21:22:53.588   617   670 W ActivityManager: Slow operation: 356ms so far, now at startProcess: done updating pids map
09-14 21:22:53.965   617   670 W ActivityManager: Slow operation: 209ms so far, now at startProcess: returned from zygote!
09-14 21:22:53.966   617   670 W ActivityManager: Slow operation: 209ms so far, now at startProcess: done updating battery stats
09-14 21:22:53.966   617   670 W ActivityManager: Slow operation: 209ms so far, now at startProcess: building log message
09-14 21:22:53.966   617   670 I ActivityManager: Start proc 1051:com.google.android.ext.services/u0a192 for service {com.google.android.ext.services/android.ext.services.autofill.InlineSuggestionRenderServiceImpl}
09-14 21:22:53.966   617   670 W ActivityManager: Slow operation: 209ms so far, now at startProcess: starting to update pids map
09-14 21:22:53.969   617   670 W ActivityManager: Slow operation: 212ms so far, now at startProcess: done updating pids map
09-14 21:22:54.237   617  1008 W ActivityManager: Slow operation: 68ms so far, now at attachApplicationLocked: immediately before bindApplication
09-14 21:22:54.239   617  1008 W ActivityManager: Slow operation: 72ms so far, now at attachApplicationLocked: immediately after bindApplication
09-14 21:22:54.262   617  1008 W ActivityManager: Slow operation: 94ms so far, now at attachApplicationLocked: after updateLruProcessLocked
09-14 21:22:54.310   617  1008 W ActivityManager: Slow operation: 143ms so far, now at attachApplicationLocked: after updateOomAdjLocked
09-14 21:22:54.585   617   984 W ActivityManager: Slow operation: 199ms so far, now at finishAttachApplicationInner: after mServices.attachApplicationLocked
09-14 21:22:54.586   617   984 W ActivityManager: Slow operation: 200ms so far, now at finishAttachApplicationInner: after dispatching broadcasts
09-14 21:22:57.936   617   652 W ActivityManager: Unable to start service Intent { act=android.service.smartspace.SmartspaceService cmp=com.google.android.as/com.google.android.apps.miphone.aiai.app.AiAiSmartspaceService } U=0: not found
09-14 21:22:58.040   617   652 W ActivityManager: Unable to start service Intent { act=android.service.smartspace.SmartspaceService cmp=com.google.android.as/com.google.android.apps.miphone.aiai.app.AiAiSmartspaceService } U=0: not found
09-14 21:22:58.049   617   998 W ActivityManager: Unable to start service Intent { act=android.service.smartspace.SmartspaceService cmp=com.google.android.as/com.google.android.apps.miphone.aiai.app.AiAiSmartspaceService } U=0: not found
09-14 21:22:58.053   617   998 W ActivityManager: Unable to start service Intent { act=android.service.smartspace.SmartspaceService cmp=com.google.android.as/com.google.android.apps.miphone.aiai.app.AiAiSmartspaceService } U=0: not found
09-14 21:23:00.002   617   617 W ActivityManager: Unbind failed: could not find connection for android.app.LoadedApk$ServiceDispatcher$InnerConnection@d13bb4f
09-14 21:23:00.002   617   617 W ActivityManager: Unbind failed: could not find connection for android.app.LoadedApk$ServiceDispatcher$InnerConnection@29302dc
09-14 21:23:00.002   617   617 W ActivityManager: Unbind failed: could not find connection for android.app.LoadedApk$ServiceDispatcher$InnerConnection@59f6fe5
09-14 21:23:00.002   617   617 W ActivityManager: Unbind failed: could not find connection for android.app.LoadedApk$ServiceDispatcher$InnerConnection@9189aba
09-14 21:23:00.177   617   617 W ActivityManager: Unable to start service Intent { act=android.service.notification.NotificationListenerService cmp=com.google.android.apps.nexuslauncher/com.android.launcher3.notification.NotificationListener } U=0: not found
09-14 21:23:00.235   617   617 W ActivityManager: Unable to start service Intent { act=android.service.notification.NotificationListenerService cmp=com.google.android.as/com.google.android.apps.miphone.aiai.common.notification.service.AiAiNotificationListenerService } U=0: not found
09-14 21:23:00.293   617   670 W ActivityManager: Slow operation: 193ms so far, now at startProcess: returned from zygote!
09-14 21:23:00.297   617   670 W ActivityManager: Slow operation: 197ms so far, now at startProcess: done updating battery stats
09-14 21:23:00.300   617   670 W ActivityManager: Slow operation: 201ms so far, now at startProcess: building log message
09-14 21:23:00.301   617   670 I ActivityManager: Start proc 1158:com.google.android.cellbroadcastreceiver/u0a197 for broadcast {com.google.android.cellbroadcastreceiver/com.android.cellbroadcastreceiver.CellBroadcastReceiver}
09-14 21:23:00.306   617   670 W ActivityManager: Slow operation: 207ms so far, now at startProcess: starting to update pids map
09-14 21:23:00.307   617   670 W ActivityManager: Slow operation: 207ms so far, now at startProcess: done updating pids map
09-14 21:23:00.368   617   617 W ActivityManager: Unable to start service Intent { act=android.service.notification.NotificationAssistantService cmp=com.google.android.as/com.google.android.apps.miphone.aiai.common.notification.service.AiAiNotificationAssistantService } U=0: not found
09-14 21:23:00.613   617   998 W ActivityManager: Slow operation: 51ms so far, now at attachApplicationLocked: immediately before bindApplication
09-14 21:23:00.627   617   998 W ActivityManager: Slow operation: 65ms so far, now at attachApplicationLocked: immediately after bindApplication
09-14 21:23:00.627   617   998 W ActivityManager: Slow operation: 65ms so far, now at attachApplicationLocked: after updateLruProcessLocked
09-14 21:23:00.637   617   998 W ActivityManager: Slow operation: 75ms so far, now at attachApplicationLocked: after updateOomAdjLocked
09-14 21:23:02.327   617   709 W ActivityManager: Slow operation: 59ms so far, now at startProcess: done creating new process record
09-14 21:23:02.329   617   709 W ActivityManager: Slow operation: 61ms so far, now at startProcess: stepping in to startProcess
09-14 21:23:02.334   617   709 W ActivityManager: Slow operation: 66ms so far, now at startProcess: done starting proc!
09-14 21:23:02.508   617   670 W ActivityManager: Slow operation: 178ms so far, now at startProcess: returned from zygote!
09-14 21:23:02.509   617   670 W ActivityManager: Slow operation: 179ms so far, now at startProcess: done updating battery stats
09-14 21:23:02.509   617   670 W ActivityManager: Slow operation: 180ms so far, now at startProcess: building log message
09-14 21:23:02.509   617   670 I ActivityManager: Start proc 1192:com.google.android.apps.nexuslauncher/u0a179 for service {com.google.android.apps.nexuslauncher/com.android.quickstep.TouchInteractionService}
09-14 21:23:02.509   617   670 W ActivityManager: Slow operation: 180ms so far, now at startProcess: starting to update pids map
09-14 21:23:02.516   617   670 W ActivityManager: Slow operation: 186ms so far, now at startProcess: done updating pids map
09-14 21:23:04.725   617   660 I ActivityManager: About to commit checkpoint
09-14 21:23:04.906   617   754 W ActivityManager: Slow operation: 54ms so far, now at startProcess: done creating new process record
09-14 21:23:04.906   617   754 W ActivityManager: Slow operation: 54ms so far, now at startProcess: stepping in to startProcess
09-14 21:23:04.912   617   754 W ActivityManager: Slow operation: 60ms so far, now at startProcess: done starting proc!
09-14 21:23:05.156   617   670 W ActivityManager: Slow operation: 250ms so far, now at startProcess: returned from zygote!
09-14 21:23:05.164   617   670 W ActivityManager: Slow operation: 258ms so far, now at startProcess: done updating battery stats
09-14 21:23:05.164   617   670 W ActivityManager: Slow operation: 259ms so far, now at startProcess: building log message
09-14 21:23:05.164   617   670 I ActivityManager: Start proc 1229:com.google.android.inputmethod.latin/u0a154 for service {com.google.android.inputmethod.latin/com.android.inputmethod.latin.LatinIME}
09-14 21:23:05.164   617   670 W ActivityManager: Slow operation: 259ms so far, now at startProcess: starting to update pids map
09-14 21:23:05.165   617   670 W ActivityManager: Slow operation: 259ms so far, now at startProcess: done updating pids map
09-14 21:23:05.635   617   670 W ActivityManager: Slow operation: 146ms so far, now at startProcess: returned from zygote!
09-14 21:23:05.637   617   670 W ActivityManager: Slow operation: 171ms so far, now at startProcess: done updating battery stats
09-14 21:23:05.637   617   670 W ActivityManager: Slow operation: 171ms so far, now at startProcess: building log message
09-14 21:23:05.637   617   670 I ActivityManager: Start proc 1248:com.google.android.gms.persistent/u0a143 for broadcast {com.google.android.gms/com.google.android.gms.chimera.GmsIntentOperationService$PersistentTrustedReceiver}
09-14 21:23:05.637   617   670 W ActivityManager: Slow operation: 171ms so far, now at startProcess: starting to update pids map
09-14 21:23:05.637   617   670 W ActivityManager: Slow operation: 171ms so far, now at startProcess: done updating pids map
09-14 21:23:06.089   617   660 I ActivityManager: User 0 state changed from BOOTING to RUNNING_LOCKED
09-14 21:23:06.248   617   670 W ActivityManager: Slow operation: 203ms so far, now at startProcess: returned from zygote!
09-14 21:23:06.445   617   660 D ActivityManager: Started unlocking user 0
09-14 21:23:06.445   617   660 D ActivityManager: Unlocking user 0 progress 0
09-14 21:23:06.446   617   660 D ActivityManager: Unlocking user 0 progress 5
09-14 21:23:06.468   617   670 W ActivityManager: Slow operation: 422ms so far, now at startProcess: done updating battery stats
09-14 21:23:06.469   617   670 W ActivityManager: Slow operation: 423ms so far, now at startProcess: building log message
09-14 21:23:06.469   617   670 I ActivityManager: Start proc 1265:com.google.android.apps.wellbeing/u0a142 for on-hold
09-14 21:23:06.469   617   670 W ActivityManager: Slow operation: 423ms so far, now at startProcess: starting to update pids map
09-14 21:23:06.470   617   670 W ActivityManager: Slow operation: 424ms so far, now at startProcess: done updating pids map
09-14 21:23:06.542   617   709 W ActivityManager: Slow operation: 56ms so far, now at attachApplicationLocked: after updateOomAdjLocked
09-14 21:23:08.241   617   657 I ActivityManager: User 0 state changed from RUNNING_LOCKED to RUNNING_UNLOCKING
09-14 21:23:08.242   617   657 D ActivityManager: Unlocking user 0 progress 20
09-14 21:23:08.690   617   758 W ActivityManager: Slow operation: 112ms so far, now at startProcess: done creating new process record
09-14 21:23:08.690   617   758 W ActivityManager: Slow operation: 112ms so far, now at startProcess: stepping in to startProcess
09-14 21:23:08.715   617   758 W ActivityManager: Slow operation: 137ms so far, now at startProcess: done starting proc!
09-14 21:23:08.868   617   670 W ActivityManager: Slow operation: 178ms so far, now at startProcess: returned from zygote!
09-14 21:23:08.869   617   670 W ActivityManager: Slow operation: 179ms so far, now at startProcess: done updating battery stats
09-14 21:23:08.869   617   670 W ActivityManager: Slow operation: 180ms so far, now at startProcess: building log message
09-14 21:23:08.869   617   670 I ActivityManager: Start proc 1302:com.google.android.providers.media.module/u0a186 for service {com.google.android.providers.media.module/com.android.providers.media.fuse.ExternalStorageServiceImpl}
09-14 21:23:08.870   617   670 W ActivityManager: Slow operation: 180ms so far, now at startProcess: starting to update pids map
09-14 21:23:08.873   617   670 W ActivityManager: Slow operation: 183ms so far, now at startProcess: done updating pids map
09-14 21:23:09.925   617   651 W ActivityManager: Slow operation: 707ms so far, now at attachApplicationLocked: immediately before bindApplication
09-14 21:23:09.927   617   651 W ActivityManager: Slow operation: 708ms so far, now at attachApplicationLocked: immediately after bindApplication
09-14 21:23:09.929   617   651 W ActivityManager: Slow operation: 710ms so far, now at attachApplicationLocked: after updateLruProcessLocked
09-14 21:23:09.934   617   651 W ActivityManager: Slow operation: 715ms so far, now at attachApplicationLocked: after updateOomAdjLocked
09-14 21:23:10.146   617   617 W ActivityManager: Slow operation: 59ms so far, now at startProcess: done starting proc!
09-14 21:23:10.174   617   670 W ActivityManager: Slow operation: 208ms so far, now at startProcess: returned from zygote!
09-14 21:23:10.175   617   670 W ActivityManager: Slow operation: 209ms so far, now at startProcess: done updating battery stats
09-14 21:23:10.175   617   670 W ActivityManager: Slow operation: 210ms so far, now at startProcess: building log message
09-14 21:23:10.175   617   670 I ActivityManager: Start proc 1324:android.process.acore/u0a91 for content provider {com.android.providers.contacts/com.android.providers.contacts.ContactsProvider2}
09-14 21:23:10.175   617   670 W ActivityManager: Slow operation: 210ms so far, now at startProcess: starting to update pids map
09-14 21:23:10.176   617   670 W ActivityManager: Slow operation: 210ms so far, now at startProcess: done updating pids map
09-14 21:23:10.321   617   670 W ActivityManager: Slow operation: 184ms so far, now at startProcess: returned from zygote!
09-14 21:23:10.343   617   670 W ActivityManager: Slow operation: 206ms so far, now at startProcess: done updating battery stats
09-14 21:23:10.343   617   670 W ActivityManager: Slow operation: 207ms so far, now at startProcess: building log message
09-14 21:23:10.343   617   670 I ActivityManager: Start proc 1332:com.google.android.as/u0a136 for service {com.google.android.as/com.google.android.apps.miphone.aiai.app.AiAiContentCaptureService}
09-14 21:23:10.344   617   670 W ActivityManager: Slow operation: 207ms so far, now at startProcess: starting to update pids map
09-14 21:23:10.344   617   670 W ActivityManager: Slow operation: 207ms so far, now at startProcess: done updating pids map
09-14 21:23:10.880   617   670 W ActivityManager: Slow operation: 298ms so far, now at startProcess: returned from zygote!
09-14 21:23:10.881   617   670 W ActivityManager: Slow operation: 299ms so far, now at startProcess: done updating battery stats
09-14 21:23:10.885   617   670 W ActivityManager: Slow operation: 299ms so far, now at startProcess: building log message
09-14 21:23:10.885   617   670 I ActivityManager: Start proc 1354:com.google.android.googlequicksearchbox:interactor/u0a144 for service {com.google.android.googlequicksearchbox/com.google.android.voiceinteraction.GsaVoiceInteractionService}
09-14 21:23:10.885   617   670 W ActivityManager: Slow operation: 304ms so far, now at startProcess: starting to update pids map
09-14 21:23:10.889   617   670 W ActivityManager: Slow operation: 307ms so far, now at startProcess: done updating pids map
09-14 21:23:11.368   617   669 I ActivityManager: User 0 state changed from RUNNING_UNLOCKING to RUNNING_UNLOCKED
09-14 21:23:11.462   617   669 I ActivityManager: Posting BOOT_COMPLETED user #0
09-14 21:23:11.466   617   669 I ActivityManager: Extending process start timeout by 10592ms for ProcessRecord{c938206 1014:com.android.phone/1001}
09-14 21:23:11.575   617   670 W ActivityManager: Slow operation: 224ms so far, now at startProcess: returned from zygote!
09-14 21:23:11.575   617   670 W ActivityManager: Slow operation: 270ms so far, now at startProcess: done updating battery stats
09-14 21:23:11.575   617   670 W ActivityManager: Slow operation: 270ms so far, now at startProcess: building log message
09-14 21:23:11.575   617   670 I ActivityManager: Start proc 1376:com.google.android.apps.messaging:rcs/u0a137 for service {com.google.android.apps.messaging/com.google.android.ims.binding.SystemBindingService}
09-14 21:23:11.575   617   670 W ActivityManager: Slow operation: 270ms so far, now at startProcess: starting to update pids map
09-14 21:23:11.575   617   670 W ActivityManager: Slow operation: 270ms so far, now at startProcess: done updating pids map
09-14 21:23:11.576   617   670 W ActivityManager: Slow operation: 172ms so far, now at startProcess: asking zygote to start proc
09-14 21:23:11.769   617   670 W ActivityManager: Slow operation: 365ms so far, now at startProcess: returned from zygote!
09-14 21:23:11.769   617   670 W ActivityManager: Slow operation: 365ms so far, now at startProcess: done updating battery stats
09-14 21:23:11.769   617   670 W ActivityManager: Slow operation: 365ms so far, now at startProcess: building log message
09-14 21:23:11.769   617   670 I ActivityManager: Start proc 1384:com.android.emulator.multidisplay/1000 for added application com.android.emulator.multidisplay
09-14 21:23:11.769   617   670 W ActivityManager: Slow operation: 366ms so far, now at startProcess: starting to update pids map
09-14 21:23:11.769   617   670 W ActivityManager: Slow operation: 366ms so far, now at startProcess: done updating pids map
09-14 21:23:12.386   617   998 W ActivityManager: Slow operation: 63ms so far, now at attachApplicationLocked: after updateOomAdjLocked
09-14 21:23:12.632   617   670 W ActivityManager: Slow operation: 134ms so far, now at startProcess: asking zygote to start proc
09-14 21:23:12.636   617   668 W ActivityManager: Slow operation: 160ms so far, now at startProcess: done starting proc!
09-14 21:23:12.842   617  1113 W ActivityManager: Slow operation: 143ms so far, now at attachApplicationLocked: immediately before bindApplication
09-14 21:23:12.844   617  1113 W ActivityManager: Slow operation: 144ms so far, now at attachApplicationLocked: immediately after bindApplication
09-14 21:23:12.844   617  1113 W ActivityManager: Slow operation: 144ms so far, now at attachApplicationLocked: after updateLruProcessLocked
09-14 21:23:12.845   617  1113 W ActivityManager: Slow operation: 146ms so far, now at attachApplicationLocked: after updateOomAdjLocked
09-14 21:23:12.868   617   670 W ActivityManager: Slow operation: 413ms so far, now at startProcess: returned from zygote!
09-14 21:23:13.150   617   710 W ActivityManager: Slow operation: 122ms so far, now at startProcess: done creating new process record
09-14 21:23:13.150   617   710 W ActivityManager: Slow operation: 122ms so far, now at startProcess: stepping in to startProcess
09-14 21:23:13.186   617   710 W ActivityManager: Slow operation: 158ms so far, now at startProcess: done starting proc!
09-14 21:23:13.321   617   670 W ActivityManager: Slow operation: 866ms so far, now at startProcess: done updating battery stats
09-14 21:23:13.321   617   670 W ActivityManager: Slow operation: 866ms so far, now at startProcess: building log message
09-14 21:23:13.321   617   670 I ActivityManager: Start proc 1408:com.android.printspooler/u0a126 for service {com.android.printspooler/com.android.printspooler.model.PrintSpoolerService}
09-14 21:23:13.321   617   670 W ActivityManager: Slow operation: 866ms so far, now at startProcess: starting to update pids map
09-14 21:23:13.321   617   670 W ActivityManager: Slow operation: 866ms so far, now at startProcess: done updating pids map
09-14 21:23:13.321   617   670 W ActivityManager: Slow operation: 172ms so far, now at startProcess: asking zygote to start proc
09-14 21:23:13.536   617   670 W ActivityManager: Slow operation: 366ms so far, now at startProcess: returned from zygote!
09-14 21:23:14.330   617   651 W ActivityManager: Slow operation: 194ms so far, now at attachApplicationLocked: after updateOomAdjLocked
09-14 21:23:15.209   617   709 W ActivityManager: Slow operation: 1392ms so far, now at finishAttachApplicationInner: after mServices.attachApplicationLocked
09-14 21:23:15.209   617   709 W ActivityManager: Slow operation: 1512ms so far, now at finishAttachApplicationInner: after dispatching broadcasts
09-14 21:23:15.225   617   710 W ActivityManager: Slow operation: 2069ms so far, now at startProcess: done updating battery stats
09-14 21:23:15.225   617   710 W ActivityManager: Slow operation: 2076ms so far, now at startProcess: building log message
09-14 21:23:15.226   617   710 I ActivityManager: Start proc 1435:com.google.android.googlequicksearchbox:search/u0a144 for service {com.google.android.googlequicksearchbox/com.google.android.apps.search.podcasts.browser.PodcastBrowserService}
09-14 21:23:15.226   617   710 W ActivityManager: Slow operation: 2076ms so far, now at startProcess: starting to update pids map
09-14 21:23:15.226   617   710 W ActivityManager: Slow operation: 2076ms so far, now at startProcess: done updating pids map
09-14 21:23:15.394   617   984 W ActivityManager: Slow operation: 415ms so far, now at finishAttachApplicationInner: after mServices.attachApplicationLocked
09-14 21:23:15.394   617   984 W ActivityManager: Slow operation: 415ms so far, now at finishAttachApplicationInner: after dispatching broadcasts
09-14 21:23:16.421   617   735 D ActivityManager: freezing 1158 com.google.android.cellbroadcastreceiver
09-14 21:23:16.938   617   711 W ActivityManager: Slow operation: 253ms so far, now at finishAttachApplicationInner: after mServices.attachApplicationLocked
09-14 21:23:16.938   617   711 W ActivityManager: Slow operation: 253ms so far, now at finishAttachApplicationInner: after dispatching broadcasts
09-14 21:23:17.425   617   669 I ActivityManager: reportOnUserCompletedEvent(0): stored=10, eligible=111
09-14 21:23:18.027   617  1008 W ActivityManager: Slow operation: 358ms so far, now at finishAttachApplicationInner: after mServices.attachApplicationLocked
09-14 21:23:18.030   617  1008 W ActivityManager: Slow operation: 361ms so far, now at finishAttachApplicationInner: after dispatching broadcasts
09-14 21:23:18.030   617  1008 W ActivityManager: Slow operation: 361ms so far, now at finishAttachApplicationInner: after updateOomAdjLocked
09-14 21:23:18.269   617   670 W ActivityManager: Slow operation: 180ms so far, now at startProcess: asking zygote to start proc
09-14 21:23:18.974   617   670 W ActivityManager: Slow operation: 886ms so far, now at startProcess: returned from zygote!
09-14 21:23:18.976   617   670 W ActivityManager: Slow operation: 887ms so far, now at startProcess: done updating battery stats
09-14 21:23:18.976   617   670 W ActivityManager: Slow operation: 887ms so far, now at startProcess: building log message
09-14 21:23:18.976   617   670 I ActivityManager: Start proc 1541:com.android.keychain/1000 for service {com.android.keychain/com.android.keychain.KeyChainService}
09-14 21:23:18.976   617   670 W ActivityManager: Slow operation: 887ms so far, now at startProcess: starting to update pids map
09-14 21:23:18.976   617   670 W ActivityManager: Slow operation: 887ms so far, now at startProcess: done updating pids map
09-14 21:23:19.692   617  1569 I ActivityManager: Broadcasting: Intent { act=com.android.emulator.multidisplay.START flg=0x400000 cmp=com.android.emulator.multidisplay/.MultiDisplayServiceReceiver }
09-14 21:23:19.701   617  1569 I ActivityManager: Enqueued broadcast Intent { act=com.android.emulator.multidisplay.START flg=0x400000 cmp=com.android.emulator.multidisplay/.MultiDisplayServiceReceiver }: 0
09-14 21:23:21.125   617   669 W ActivityManager: Timeout executing service: ServiceRecord{bdd52fa u0 com.android.systemui/.keyguard.KeyguardService c:android}
09-14 21:23:21.173   617  1594 D ActivityManager: created ANR temporary file:/data/anr/temp_anr_5127393289812843374.txt
09-14 21:23:21.173   617  1594 I ActivityManager: Collecting stacks for pid 883 into temporary file temp_anr_5127393289812843374.txt
09-14 21:23:21.279   617   669 I ActivityManager: Extending process start timeout by 12025ms for ProcessRecord{31c1da1 1229:com.google.android.inputmethod.latin/u0a154}
09-14 21:23:21.367   617   670 W ActivityManager: Slow operation: 63ms so far, now at startProcess: asking zygote to start proc
